1;56224089235.6
2;1.03804136318e+12
3;1.24155230183e+11
4;1.86179424558e+12
5;5.17300845641e+11
6;6.73952210318e+12
7;4.17743704872e+11
8;41672211788.1
9;5.21319566087e+12
10;1.36365153077e+12
11;5.64628674716e+11
12;3.49401117019e+12
13;4.25367512339e+11
14;1.05597712696e+12
15;7.38243236828e+11
16;4.06596585534e+11
17;5441654871.61
